0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,-60.0,120.0,0.0,0.17829826210011152,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,-57.0,120.0,0.0,0.17829826210011152,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,-54.0,120.0,0.0,0.17829826210011152,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,51.0,102.0,0.0,0.16937018910986407,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,51.0,105.0,0.0,0.1680241990134444,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,-51.0,120.0,0.0,0.17829826210011152,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,48.0,105.0,0.0,0.16937018910986407,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,48.0,108.0,0.0,0.1680241990134444,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,48.0,111.0,0.0,0.14832396974191325,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,48.0,114.0,0.0,0.14832396974191325,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,-48.0,117.0,0.0,0.17829826210011152,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,-48.0,120.0,0.0,0.17707103809709845,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,45.0,75.0,0.0,0.1842261713839095,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,45.0,78.0,0.0,0.2207425219024099,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,45.0,111.0,0.0,0.14832396974191325,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,45.0,114.0,0.0,0.14832396974191325,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,-45.0,117.0,0.0,0.17829826210011152,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,45.0,117.0,0.0,0.14832396974191325,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,-45.0,120.0,0.0,0.17707103809709845,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,45.0,120.0,0.0,0.14832396974191325,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,42.0,75.0,0.0,0.1842261713839095,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,42.0,78.0,0.0,0.199518438284806,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,42.0,81.0,0.0,0.1795109612071541,1.0
0,-60.0,30.0,0.0,60.0,30.0,0.0,-60.0,72.0,0.0,42.0,84.0,0.0,0.17829826210011152,1.0
